sentence,target,gold,ls_concat
"A moment later, he opened them again and stepped aside to let us in. Nepthys walked straight past him and I tried to keep up, taking Amy’s small hand so that she wouldn’t lag behind. I shivered as I walked past the pale man’s blank eyes, wondering what they were staring at.",small,pint-sized;petite;mini;unessential;poor;scanty;secondary;light;miniature;shrimp;diminutive;short;unimportant;microscopic;undersized;quantity;piddling;negligible;small-fry;minuscule;inadequate;stunted;narrow-minded;bitty;mean;trifling;picayune;pocket-sized;ignoble;minute;ineffectual;trivial;illiberal;paltry;slight;small-scale;vulgar;runty;pitiful;small-time;inconsiderable;bush-league;humble;cramped;modest;selfish;immature;limited;minor-league;teeny;tiny;minor;bantam;meager;toy;little;unpretentious;inferior;base;young;insufficient;grudging;teensy;petty;puny;insignificant;scrubby;wee;nasty;tiny in size;lesser;inconsequential;lower;set;narrow;baby,tiny;little;short;slender;slight
"Even rank amateurs can do it if they spend a few thousand dollars for a commercially available microwave receiver with amplifier and a VCR recorder. They need only position themselves near a company's satellite dish and wait. ""You can have a dozen competitors stealing your secrets at the same time,"" Mr. Matchett said, adding : ""It's a pretty good bet they won't get caught.""",only,at most;plainly;just;barely;particularly;merely;utterly;priorly;entirely;singly;nothing but;alone;but;exclusively;wholly;simply;solely;hardly;totally;purely;uniquely,merely;also;solely
"Contrary to what some restaurants and retailers tell their customers, the U.S. government does not consider the Chilean seabass to be endangered. But in some areas, the seabass are being overfished. That is potentially a problem because Chilean seabass are a long-lived species -- living as long as 50 years -- and reproduce slowly, said Susan Buchanan, a spokeswoman for the federal government's National Marine Fisheries Service.",areas,enclosure;tract;square;patch;division;ward;distance;width;stretch;turf;expanse;district;location;belt;parcel;vicinity;land;operation;locality;extent;township;scope of a surface;county;block;place;quarter;sphere;field;plot;space;dominion;state;section;water;region;size;domain;local;sector;principality;part of the world;kingdom;city;neighborhood;precinct;range;breadth;territory;zone;compass;neck of the woods,regions;places;parts;locations;cases;communities;instances;issues
"“Roll up your sleeves,” she told me. She opened the bowl and carefully, gingerly brought out a fat, dripping leech. It must have been larger than my finger.",leech,barnacle;sucker;sponge;worm;bum;parasite;slug;creature;scrounger;sycophant;bloodsucker;freeloader;blood sucker,peach;lemon;lizard;frog;lamb;snake;cabbage;calf;ech;duck
"“Why, the merchandise, of course,” she said. Nepthys leaned close to my ear. “This is a slave shop,” he explained quietly.",ear,discrimination;hearing;notice;remark;head;observation;face;lobe;appreciation;cheek;observance;note;drum;regard;heed;sensitivity;perception;attention;taste;mind;consideration;mark,eye;hand;arm;face;head;shoulder;cheek
"I closed the phone. Walking out of the church, a little gust of cold air caught me by surprise. A cold front must have hit while I was inside.",cold,frigid;one-dog night;snappy;inclement;passionless;cool;joyless;snowy;intense;aloof;numbing;raw;numbed;reticent;unconcerned;boreal;unsympathetic;frozen;benumbed;inhospitable;hawkish;bleak;imperturbable;brisk;spiritless;blasting;freezing;reserved;brumal;unresponsive;stinging;stony;polar;rimy;nipping;frosty;unimpassioned;below zero;two-dog night;chill;lukewarm;icy;unfeeling;matter-of-fact;algid;have goose bumps;keen;unenthusiastic;piercing;hiemal;sharp;inhibited;biting;penetrating;bitter;chilled;chilly;impersonal;severe;below freezing;crisp;gelid;iced;sleety;distant;glacial;undemonstrative;wintry;indifferent;frore;phlegmatic;standoffish;emotionless;nippy;unmoved;cutting;shivery;hyperborean;icebox;apathetic;dead;arctic;coldblooded;siberian,cool;chilly;warm;icy;freezing
"“Just at this corner,” he said, interrupting my immanent panic attack, “we’re going to stop and turn three times widdersh – er, counterclockwise, then face east. East is that way.” He pointed at the wall to our right.",way,practice;tone;admission;movement;guise;entry;trick;entrée;plot;length;thing;journey;circumstance;expedient;action;groove;use;elbowroom;sense;method;plan;row;hang-up;contrivance;situation;hook;door;progression;direction;policy;passage;form;instrument;manner;procedure;detail;byway;admittance;feature;course;fashion;habitude;stroke;advance;drag;walk;trail;gate;tendency;characteristic;approach;route;lane;mode;shot;opening;street;technique;behavior;shape;space;conduct;idea;stretch;pathway;respect;line;forward motion;scheme;particular;design;aspect;wise;headway;trait;room;measure;tack;entrance;outline;habit;path;personality;alternative;bearing;extent;nature;kick;road;vehicle;system;course of action;progress;idiosyncrasy;custom;march;state;track;highway;condition;consuetude;thoroughfare;fettle;ride;thataway;gateway;usage;avenue;channel;wont;step;boulevard;gait;map direction;trend;move;style;point;distance;artery;orbit;stones throw;means;process;access;status;praxis;modus;ingress,
"“I’m in the car. Now, will you tell me how you know my family, and how you happened to be driving by just now? In fact, why didn’t you call me by name the first time?",know,savor;be informed;realize;taste;cognize;have information;on top of;differentiate;be master of;grasp;feel;perceive;have;understand information;fraternize;experience;apperceive;have knowledge of;notice;fathom;associate;sustain;be acquainted with;recognize;get the idea;comprehend;appreciate;keep up on;have dealings with;apprehend;prize;be cognizant;discern;be learned;identify;get acquainted;be acquainted;be acquaint with;be schooled;be familiar with;see;distinguish;discriminate;feel certain;have down pat;be conversant in;meet;learn;be versed;be read;be friends with;undergo;pinpoint;ken,understand;think;learn;like
"She waved down a car and pulled me in. In a few minutes, we were getting out a block down from the abandoned church. After she paid the driver, she grabbed my arm, laughing, and we ran down the street.",few,straggling;smattering;imperceptible;slender;minority;widely spaced;exiguous;paltry;middling;skimpy;unfrequent;uncommon;couple;meager;few and far between;scanty;rare;semioccasional;several;minute;minor;thin;slight;trifling;insufficient;scattered;infrequent;little;piddling;sporadic;petty;slim;hardly any;negligible;short;inconsequential;stingy;less;matter of;occasional;scarce;seldom;inconsiderable;lean;scant;sparse;scattering;scarcely any;not many;not too many;some,several;little
"Get out of my sight now – unless you know how to put it back? …I thought as much. Now leave, before I call the rats on you.”",much,considerably;notably;over and over;eminently;regularly;good;highly;exceptionally;hugely;repeatedly;time and time again;very;frequently;extremely;oft;so;surpassingly;decidedly;often;indeed;exceedingly;greatly;a great deal;again;a lot again and,well;far;many;long
“Who’s the freak?” “This is someone from Ivan’s family. Did I ever tell you about them?”,family,"heir;ménage;clan;progeny;birth;household;descent;relationship;strain;people;line;house;folk;classification;tribe;group;race;parentage;kith and kin;genealogy;extraction;network;pedigree;kindred;lineage;subdivision;genre;inheritance;dynasty;system;issue;kind;blood;ancestry;relative;kin;kinfolk;brood;progenitors;descendants;siblings;ancestors;forebears;relatives;generations;heirs and assigns;children;class;in-laws;kin, offspring;relations",house;crew;people;brother;life;school
"The vampire was walking just steps ahead of me. I stepped up behind him and raised my hands, which almost seemed to be glowing. Then the stake came down into his back and one, two, three strikes with the hammer drove it in.",hands,artisan;knack;handclapping;person who does labor;part;control;relief;ability;fin;guidance;employee;aide;clap;fist;chirography;appendage at end of human arm;ham;finger;shaker;direction;laborer;script;artificer;agency;ovation;operative;paw;longhand;support;lift;aid;thunderous reception;influence;round of applause;handwriting;arm;participation;worker;hired person;help;grasp;extremity;skill;palm;craftsperson;assistance;calligraphy;share;helper;grip;hook;instruction;hold;succor;mitt;roustabout;metacarpus;phalanges;duke;including fingers,palms;arms;fists;fingers;paws;wrists
"As she brought out the key, she said, “We deal mostly in fairly mundane trades, but there are a few customers with more unusual needs and people willing to sell unusual items. We’ve had genies, indentured sorcerers, even golems and the occasional elf. This is one of the stranger items, though.",occasional,unfrequent;exceptional;sporadic;desultory;scarce;casual;not habitual;exclusive;incidental;irregular;particular;off and on;special;rare;especial;intermittent;sometimes;specific;seldom;infrequent;few;random;unusual;uncommon;odd,odd;unusual;rare;eccentric;eventual;unofficial;average;stray
"She turned to me with tired sympathy. “I didn’t see a girl with him. Hurry, though, and you might find him before he leaves.”",girl,young lady;mademoiselle;youngster;teenager;she;lassie;female;gal;damsel;person;lady;young female person;young woman;adolescent;daughter;schoolgirl;woman;ms,kid;guy;man;woman;lady
"“One of these will lead you out.” I stood, and one of her servants took me and Amy to the door. I looked back to see Nepthys whispering something to her.",stood,"belong;put;stay;rise;be situated;dispose;be valid;poise;stop;pause;locate;erect;halt;continue;rest;cock;set;hold;last;occupy;lift;endure;jump up;get up;be vertical;obtain;rank;prevail;settle;mount;position;take up;remain;arise;be on feet;place;fill;become upright;be or get upright be;be in force, exist be located,",rose;spoke;said;stepped;nodded;sat
"In 1996 the WHO found that much of the population existed in a state of ``semi starvation.'' Hall will be only the second member of Congress to travel in Iraq since the war, according to Hall's office. The last visitor was then-U.S. Rep. Bill Richardson of New Mexico, who went to help a pair of U.S. oilmen in diplomatic trouble.",office,occupation;bureau;province;department;official base;responsibility;staff;place;building;obligation;workstation;employment;spot;headquarters;duty;warehouse;cave;agency;facility;center;job;situation;setup;room;charge;service;factory;secretary;station;suite;connection;representative;performance;post;people;office;shop;function;appointment;foundry;store;capacity;commission;berth;billet;role;trust;work;place of business;salt mines,administration;staff;team;aide;organization;address;agency
"“I’ve looked into it a little, and I do think we might be dealing with one of them. Have you seen anyone like that in your club?” “Not that I can remember, man.",seen,clock;espy;drop by;realize;shepherd;notice;mark;drop in;undergo;divine;scan;gawk;catch sight of;envisage;view;look at;pierce;look up;call;investigate;encounter;escort;grasp;envision;bear company;route;suffer;think;observe;regard;conduct;stare;pop in;fancy;imagine;come by;catch a glimpse of;speak to;show;walk;steer;make out;beam;run into;know;hear;contemplate;find out;weigh;distinguish;lead;detect;accompany;unearth;sustain;direct;look;anticipate;fathom;get the hang of;be apprised of;penetrate;go with;follow;glimpse;attend;take notice;peer;determine;experience;picture;eye;ponder;visualize;survey;glare;come over;recognize;peep;remark;get;appraise;foretell;note;behold;gaze;ascertain;usher;lay eyes on;stop in;catch on;foresee;watch;take out;perceive;receive;peg;date;sight;get the drift;heed;have;conceive;meet;keep company with;catch;examine;get a load of;discover;inspect;appreciate;study;flash;pay attention to;understand;feel;discern;scrutinize;consort with;descry;mind;perceive with eyes;scope;peek;feature;comprehend;learn;stop by;take in;spot;tumble;identify;pilot;visit;go out with;witness;gape;vision;spy;with;guide associate,saw;heard;known;noticed;met;spotted
