sentence,target,gold_05,gold_01
"I closed the phone. Walking out of the church, a little gust of cold air caught me by surprise. A cold front must have hit while I was inside.",cold,frigid;cool;brisk;freezing;frosty;below zero;chill;icy;bitter;chilled;chilly;crisp;distant;wintry;nippy;arctic,frigid;snappy;cool;snowy;numbing;raw;numbed;unsympathetic;frozen;benumbed;inhospitable;brisk;freezing;stinging;polar;nipping;frosty;below zero;chill;icy;piercing;sharp;biting;penetrating;bitter;chilled;chilly;impersonal;below freezing;crisp;iced;sleety;distant;glacial;wintry;indifferent;standoffish;emotionless;nippy;shivery;icebox;arctic
"“Just at this corner,” he said, interrupting my immanent panic attack, “we’re going to stop and turn three times widdersh – er, counterclockwise, then face east. East is that way.” He pointed at the wall to our right.",way,direction;route,journey;direction;course;route;path;bearing;thataway;avenue;map direction;point;means
"“I’m in the car. Now, will you tell me how you know my family, and how you happened to be driving by just now? In fact, why didn’t you call me by name the first time?",know,have knowledge of;be acquainted with;be acquainted;be acquaint with;be familiar with,have knowledge of;notice;associate;be acquainted with;have dealings with;be acquainted;be acquaint with;be familiar with;meet
"She waved down a car and pulled me in. In a few minutes, we were getting out a block down from the abandoned church. After she paid the driver, she grabbed my arm, laughing, and we ran down the street.",few,couple;matter of;not many;some,couple;minor;little;hardly any;matter of;scarce;scant;sparse;scarcely any;not many;not too many;some
"Get out of my sight now – unless you know how to put it back? …I thought as much. Now leave, before I call the rats on you.”",much,so,exceptionally;hugely;time and time again;frequently;extremely;so;indeed
“Who’s the freak?” “This is someone from Ivan’s family. Did I ever tell you about them?”,family,household;lineage;kin;kinfolk;relatives,clan;household;descent;relationship;people;house;folk;tribe;group;kith and kin;genealogy;kindred;lineage;blood;ancestry;relative;kin;kinfolk;brood;descendants;ancestors;relatives;generations;relations
"The vampire was walking just steps ahead of me. I stepped up behind him and raised my hands, which almost seemed to be glowing. Then the stake came down into his back and one, two, three strikes with the hammer drove it in.",hands,,fist;arm;palm;grip
"As she brought out the key, she said, “We deal mostly in fairly mundane trades, but there are a few customers with more unusual needs and people willing to sell unusual items. We’ve had genies, indentured sorcerers, even golems and the occasional elf. This is one of the stranger items, though.",occasional,unfrequent;sporadic;irregular;off and on;rare;intermittent;sometimes;infrequent;random;uncommon,unfrequent;sporadic;scarce;incidental;irregular;particular;off and on;special;rare;especial;intermittent;sometimes;seldom;infrequent;random;unusual;uncommon;odd
"She turned to me with tired sympathy. “I didn’t see a girl with him. Hurry, though, and you might find him before he leaves.”",girl,young lady;lassie;female;gal;lady;young female person;young woman;woman,young lady;mademoiselle;youngster;teenager;lassie;female;gal;damsel;lady;young female person;young woman;schoolgirl;woman
"“One of these will lead you out.” I stood, and one of her servants took me and Amy to the door. I looked back to see Nepthys whispering something to her.",stood,rise;arise,rise;stop;pause;erect;halt;rest;hold;be vertical;obtain;rank;prevail;settle;mount;position;remain;arise;be or get upright be
"In 1996 the WHO found that much of the population existed in a state of ``semi starvation.'' Hall will be only the second member of Congress to travel in Iraq since the war, according to Hall's office. The last visitor was then-U.S. Rep. Bill Richardson of New Mexico, who went to help a pair of U.S. oilmen in diplomatic trouble.",office,bureau;department;agency;facility;office;place of business,occupation;bureau;department;official base;staff;place;building;workstation;employment;spot;headquarters;duty;agency;facility;job;secretary;station;suite;representative;people;office;place of business
"“I’ve looked into it a little, and I do think we might be dealing with one of them. Have you seen anyone like that in your club?” “Not that I can remember, man.",seen,notice;catch sight of;observe;run into;lay eyes on;meet;spot;witness,notice;mark;catch sight of;encounter;escort;observe;regard;come by;catch a glimpse of;speak to;make out;run into;detect;unearth;look;anticipate;fathom;glimpse;take notice;experience;picture;eye;ponder;visualize;survey;glare;recognize;appraise;foretell;note;behold;lay eyes on;conceive;meet;keep company with;get a load of;discover;flash;understand;feel;discern;spot;identify;witness
"“What would convince you to part with it?” She considered this, looking him over. “You wouldn’t give me the human, would you?",considered,think about;contemplate;analyze;take into account;think over;acknowledge;ponder;turn over in ones mind,toss around;muse;think about;bear in mind;contemplate;envisage;cogitate;speculate;keep in view;reflect;suppose;ruminate;analyze;think out;take into account;look at;think over;make allowance for;acknowledge;keep in mind;think;reckon with;mull over;chew over;ponder;deliberate;take under advisement;recognize;look upon;think of;turn over in ones mind
"In his heart, he holds the unshakable conviction that the mission he helped organize saved America from disaster. Denise Gamino writes for the Austin (Texas) American-Statesman.",writes,be a writer;report;produce content;contribute,note down;transcribe;author;inscribe;correspond;be a writer;push a pencil;report;produce content;record;contribute;write up;compose
"Except it’s worse here because they have centuries to grow disaffected and flirt with exciting and dangerous elements of society’s lowest rungs. Some of them actually commit to this society, though. There’s an amazing DJ who’s an elf.",society,social order;general public;culture;nation;community;population;civilization,social order;general public;humanity;culture;nation;public;institution;community;world;high society;guild;aristocracy;network;population;civilization;friendship;union;humankind;polite society;institute;people
"That means her entertaining has been curtailed, even though she still has an active social life with the many friends the Childs made during 22 winters spent in Santa Barbara. She will have reunions of sorts with her famous kitchen in the next few weeks. One of its Peg-Board walls was dismantled and reinstalled at COPIA; the rest went to Washington, D.C., and the Behring Center of the Smithsonian Institution's National Museum of American History.",next,coming;forthcoming;subsequent;upcoming;following,"coming;back-to-back;alongside;forthcoming;adjoining;succeeding;close;subsequent;ensuing;consequent;upcoming;nearest;after;following;coming immediately after in space, time, order;later"
"“Hey,” I said, “are you sure that we should be going this way? I mean – ” “Just ignore that,” he told me.",mean,indicate;think,suggest;argue;have in mind;aim;expect;say;attest;foretell;intend;promise;assume;allude;anticipate;indicate;desire;speak of;think;purport;express;propose
"She has good blood under her cheeks. Good, round breasts, too, even though they’re small, they suit her.” Amy didn’t blush, and I hoped that she didn’t understand what Isis was saying.",even,in spite of,so much as;despite;in spite of;notwithstanding
"“Okay,” I said. “I’m in the car. Now, will you tell me how you know my family, and how you happened to be driving by just now?",car,vehicle;auto;motorcar;automobile;ride;vehicle driven on streets,pickup;vehicle;van;limousine;hatchback;roadster;sedan;convertible;auto;motorcar;gas guzzler;automobile;ride;jeep;station wagon;coupe;subcompact;jalopy;truck;junker;compact;vehicle driven on streets
"A corpulent, batrachian woman walked along with something on a leash that looked like a massive water beetle. Leaning from the rough-hewn window of one building on our right was something with long, green hair draped across the seven gangly arms hanging from its windowsill. Thirty-five thin fingers waved lazily like seaweed.",building,facility;structure;edifice;constructed dwelling,facility;flat;structure;unit;skyscraper;house;edifice;domicile;hut;constructed dwelling
"“Only unsuccessfully, right?” “No, those people don’t usually leave stories.” “Oh, thanks, Nepthys, for your confidence-inspiring tales of experience.",people,folks;person;folk;human beings;humans;populace;persons;masses,guy;creature;folks;person;individual;folk;bodies;human beings;society;rank and file;race;heads;humans;crowd;populace;riffraff;persons;masses;mortals;human race;community;plebeians;hoi polloi;person in the street
